old URL,old title,slug,source type,content type,body recovered yes/no,body quality,image recovered yes/no,metadata recovered yes/no,draft/source record created yes/no,public-safe non-dotted record needed yes/no,hidden/source repair applied yes/no,legal risk,current-law risk,duplicate/cannibalization risk,recommended next action,priority score,notes
https://chamanlawfirm.com/priority-in-entitlement,Priority in Estate Entitlement Under Nigerian Succession Law,priority-in-entitlement,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,possible unsafe self-help wording; family-status topic requires lawyer review,low automated risk,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,61,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/understanding-the-certificate-of-occupancy-c,Understanding The Certificate Of Occupancy C,understanding-the-certificate-of-occupancy-c,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic; dispute-resolution wording requires lawyer review,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,60,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/corporate-governance-principles-in-nigeria,Corporate Governance Principles In Nigeria,corporate-governance-principles-in-nigeria,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,59,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/how-to-fix-mistakes-in-your-property-documents,How To Fix Mistakes In Your Property Documents,how-to-fix-mistakes-in-your-property-documents,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,58,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/how-does-the-land-use-act-interact-with-the-petroleum-industry,How the Land Use Act Interacts With the Petroleum Industry,how-does-the-land-use-act-interact-with-the-petroleum-industry,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,candidate for fast publish review,57,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/legal-bonds-of-marriage-in-nigeria,Legal Bonds of Marriage in Nigeria,legal-bonds-of-marriage-in-nigeria,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic; family-status topic requires lawyer review,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,56,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/is-a-woman-a-property-to-be-inherited,Can a Woman Be Treated as Property Under Nigerian Inheritance Law?,is-a-woman-a-property-to-be-inherited,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,possible unsafe self-help wording; current-law or procedure-sensitive topic; unsupported outcome claim,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,55,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/how-to-alter-a-will,How To Alter A Will,how-to-alter-a-will,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,54,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/why-a-certificate-of-occupancy-c-of-o-is,Why a Certificate of Occupancy Matters in Nigeria,why-a-certificate-of-occupancy-c-of-o-is,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,53,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/corporate-restructuring-in-nigeria,Corporate Restructuring In Nigeria,corporate-restructuring-in-nigeria,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,52,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/legal-research-for-nigerian-litigation-cases,Legal Research for Nigerian Litigation Cases,legal-research-for-nigerian-litigation-cases,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic; dispute-resolution wording requires lawyer review,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,51,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/how-is-land-registry-practice-in-nigeria,Land Registry Practice in Nigeria,how-is-land-registry-practice-in-nigeria,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,50,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/hidden-costs-of-buying-property-in-ogun-state,Hidden Costs Of Buying Property In Ogun State,hidden-costs-of-buying-property-in-ogun-state,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,49,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/effect-of-not-paying-child-support,Effect of Not Paying Child Support in Nigeria,effect-of-not-paying-child-support,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic; family-status topic requires lawyer review,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,48,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/role-of-community-leaders-in-land-allocation,Role of Community Leaders in Land Allocation,role-of-community-leaders-in-land-allocation,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,dispute-resolution wording requires lawyer review,low automated risk,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,47,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/how-does-the-land-use-act-address-the-issue-of-abandoned-properties-in-nigeria,How Does The Land Use Act Address The Issue Of Abandoned Properties In Nigeria,how-does-the-land-use-act-address-the-issue-of-abandoned-properties-in-nigeria,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,46,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/lagos-property-succession-without-a-will,Lagos Property Succession Without a Will,lagos-property-succession-without-a-will,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic; unsupported outcome claim,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,45,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/foreign-wills-and-lagos-property-what-to-know,Foreign Wills and Lagos Property: What to Know,foreign-wills-and-lagos-property-what-to-know,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,44,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/where-is-the-proper-custody-of-a-will,Where Is The Proper Custody Of A Will,where-is-the-proper-custody-of-a-will,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,43,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/police-prosecution-in-nigerian-courts,Police Prosecution in Nigerian Courts,police-prosecution-in-nigerian-courts,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,42,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/what-are-the-legal-rights-of-private-property-owners,Legal Rights of Private Property Owners in Nigeria,what-are-the-legal-rights-of-private-property-owners,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,candidate for fast publish review,41,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/use-arbitration-for-property-disputes-lagos,Using Arbitration for Property Disputes in Lagos,use-arbitration-for-property-disputes-lagos,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,40,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/how-to-acquire-citizenship-in-nigeria,How to Acquire Citizenship in Nigeria,how-to-acquire-citizenship-in-nigeria,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,candidate for fast publish review,39,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/understanding-the-land-use-act-6-proven,Understanding The Land Use Act 6 Proven,understanding-the-land-use-act-6-proven,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic; dispute-resolution wording requires lawyer review,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,38,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/who-are-the-type-of-people-that-can-write-a-will,Who Are The Type Of People That Can Write A Will,who-are-the-type-of-people-that-can-write-a-will,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,37,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/types-of-wills,Types of Wills in Nigeria,types-of-wills,Sanity dotted hidden/source record,blog,yes,complete,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,candidate for fast publish review,36,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/what-is-trespass-to-land2,What Is Trespass to Land in Nigeria?,what-is-trespass-to-land2,Sanity dotted hidden/source record,blog,yes,thin/needs cleanup,yes,yes,existing hidden/source record retained,yes before publication,dry-run only,possible unsafe self-help wording; current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,35,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/bordersecurityin-nigerian-immigration-policy,Bordersecurityin Nigerian Immigration Policy,bordersecurityin-nigerian-immigration-policy,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,low automated risk,low automated risk,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,34,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/learn-how-to-draft-tenancy-agreement-in-ogun,Learn How To Draft Tenancy Agreement In Ogun,learn-how-to-draft-tenancy-agreement-in-ogun,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,33,Bulk track records recovered source availability first; publication remains gated.
https://chamanlawfirm.com/challenging-a-fraudulent-probate-application,Challenging A Fraudulent Probate Application,challenging-a-fraudulent-probate-application,Sanity dotted hidden/source record,blog,yes,complete,no,yes,existing hidden/source record retained,yes before publication,dry-run only,current-law or procedure-sensitive topic,lawyer review required,no configured redirect conflict detected,keep hidden for cleanup/lawyer review,32,Bulk track records recovered source availability first; publication remains gated.
