legacy_url,legacy_title,content_type,historical_clicks,historical_impressions,historical_position,backlink_evidence,old_index_evidence,current_http_status,current_target,final_target_status,canonical_status,sitemap_status,sanity_status,redirect_status,final_classification,business_value,seo_value,remaining_issue,recommended_final_action,notes
https://chamanlawfirm.com/complete-guide-to-probate-registry-in-lagos/,,legacy_url,140,6097,7.52,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/resources/blog/complete-guide-to-probate-registry-in-lagos,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,EXACT_REDIRECT,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10C-EMERGENCY-404-INVENTORY.csv
https://chamanlawfirm.com/practice-areas/probate-estate-administration,,legacy_url,,,,not available locally,SPRINT-10C-EMERGENCY-404-INVENTORY.csv,not individually fetched,https://chamanlawfirm.com/practice-areas/probate-estate-administration,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,not needed,LIVE_RESTORED,low/unknown,low/unknown,,monitor,source: SPRINT-10C-EMERGENCY-404-INVENTORY.csv
https://chamanlawfirm.com/service-intent,Top Legal Services,legacy_url,,,,not available locally,SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv,not individually fetched,,not assigned,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,not configured,LOW_VALUE_RETIRED,low/unknown,low/unknown,,leave as proper 404 unless new evidence appears,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/what-are-elements-of-tax-law/,Elements of Tax Law,legacy_url,397,10170,9.73,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/resources/blog/what-are-elements-of-tax-law,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,EXACT_REDIRECT,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/practice-areas/corporate-commercial-law,Elements of Tax Law,legacy_url,,,,not available locally,SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv,not individually fetched,https://chamanlawfirm.com/practice-areas/corporate-commercial-law,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,not needed,LIVE_RESTORED,low/unknown,low/unknown,,monitor,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/tax-administration-in-nigeria/,Tax Administration in Nigeria,legacy_url,376,16882,14.35,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/resources/blog/tax-administration-in-nigeria,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,EXACT_REDIRECT,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/tax,Tax Administration in Nigeria,legacy_url,,,,not available locally,SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv,not individually fetched,,not assigned,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,not configured,LOW_VALUE_RETIRED,low/unknown,low/unknown,,leave as proper 404 unless new evidence appears,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/difference-between-ownership-and-possession/,Difference between Ownership and Possession,legacy_url,375,13367,9.89,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/resources/blog/difference-between-ownership-and-possession,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,EXACT_REDIRECT,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/community-development-associations-law/,Community Development Associations Law,legacy_url,372,16011,7.53,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/resources/blog/community-development-associations-law,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,EXACT_REDIRECT,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/5-vital-role-of-consumer-protection-agencies/,Role of Consumer Protection Agencies,legacy_url,284,44484,8.93,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/resources/blog/5-vital-role-of-consumer-protection-agencies,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,EXACT_REDIRECT,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/business,Role of Consumer Protection Agencies,legacy_url,,,,not available locally,SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv,not individually fetched,,not assigned,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,not configured,LOW_VALUE_RETIRED,low/unknown,low/unknown,,leave as proper 404 unless new evidence appears,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/taxation-of-the-construction-sector-in-nigeria/,Taxation of the Construction Sector in Nigeria,legacy_url,234,4891,10.54,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/resources/blog/taxation-of-the-construction-sector-in-nigeria,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,EXACT_REDIRECT,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/commercial,Taxation of the Construction Sector in Nigeria,legacy_url,,,,not available locally,SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv,not individually fetched,,not assigned,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,not configured,LOW_VALUE_RETIRED,low/unknown,low/unknown,,leave as proper 404 unless new evidence appears,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/registration-of-trade-union-in-nigeria/,Registration of Trade Union in Nigeria,legacy_url,227,11085,14.87,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/practice-areas/employment-law/trade-union-registration-advisory,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,MERGED_AND_REDIRECTED,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/practice-areas/employment-law,Registration of Trade Union in Nigeria,legacy_url,,,,not available locally,SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv,not individually fetched,https://chamanlawfirm.com/practice-areas/employment-law,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,not needed,LIVE_RESTORED,low/unknown,low/unknown,,monitor,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/how-to-file-complaint-against-police-officers-in-nigeria/,How to File Complaint against Police Officers in Nigeria,legacy_url,226,14028,9.58,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/practice-areas/litigation-dispute-resolution/police-complaint-and-rights-advisory,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,MERGED_AND_REDIRECTED,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/legal,How to File Complaint against Police Officers in Nigeria,legacy_url,,,,not available locally,SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv,not individually fetched,,not assigned,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,not configured,LOW_VALUE_RETIRED,low/unknown,low/unknown,,leave as proper 404 unless new evidence appears,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/abandonment-and-withdrew-of-court-action/,Abandonment and Withdrawal of Court Action,legacy_url,219,10144,6.77,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/practice-areas/litigation-dispute-resolution,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,MERGED_AND_REDIRECTED,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/taxation-of-sole-proprietorship/,Taxation of Sole Proprietorship,legacy_url,5,2451,5.34,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/resources/blog/taxation-of-sole-proprietorship,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,EXACT_REDIRECT,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/powerful-steps-what-is-trespass-to-land-2/,What is Trespass to Land,legacy_url,212,17921,6.13,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/resources/blog/powerful-steps-what-is-trespass-to-land-2,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,EXACT_REDIRECT,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/certificate-of-occupancy-in-rivers-state/,Certificate of Occupancy in Rivers State,legacy_url,210,5338,9.43,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/practice-areas/property-real-estate-law,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,MERGED_AND_REDIRECTED,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/how-to-legally-change-a-child-surname/,How to Legally Change a Child Surname,legacy_url,180,10512,10.02,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/practice-areas/family-law/child-surname-change-advisory,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,MERGED_AND_REDIRECTED,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/the-role-of-the-judiciary-in-nigerian-democracy/,Role of the Judiciary in Nigerian Democracy,legacy_url,177,8272,16.9,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/practice-areas/litigation-dispute-resolution/court-system-and-judiciary-advisory,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,MERGED_AND_REDIRECTED,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/court-system,Role of the Judiciary in Nigerian Democracy,legacy_url,,,,not available locally,SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv,not individually fetched,,not assigned,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,not configured,LOW_VALUE_RETIRED,low/unknown,low/unknown,,leave as proper 404 unless new evidence appears,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/can-a-minor-enter-into-a-valid-contract-in-nigeria/,Can a Minor Enter into a Valid Contract in Nigeria,legacy_url,168,10340,8.76,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/practice-areas/corporate-commercial-law/minor-contract-capacity,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,MERGED_AND_REDIRECTED,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
https://chamanlawfirm.com/family-property-and-right-of-individual-member-in-family-property/,Family Property and Rights of Individual Members,legacy_url,166,4234,9.42,not available locally,historical GSC export,not individually fetched,https://chamanlawfirm.com/resources/blog/family-property-and-right-of-individual-member-in-family-property,expected live/redirect target,requires sampled/manual validation,not included/not applicable,see hidden reconciliation,configured exact redirect,EXACT_REDIRECT,valuable,click evidence,,monitor in GSC/Bing after crawl,source: SPRINT-10D-DEEP-LEGACY-404-INVENTORY.csv
